Item_ID,Item_Name,Category,Date,Last_Month_Sales,Capacity,Last_Year_Sales,Weather,Predicted_Sales,City_Tier,On_promotion,Outlet
12,Garbage Bags,Household Items,13-05-2023,277,490,4083,Sunny,311,2,0,3
14,Juice,Beverages,13-05-2023,274,201,3254,Rainy,277,1,1,2
27,Sour Cream,Dairy,13-05-2023,465,242,4571,Snowy,525,2,1,2
32,Yogurt,Dairy,14-05-2023,137,618,5677,Snowy,122,1,0,2
19,Paper Towels,Household Items,14-05-2023,260,327,3745,Cloudy,293,3,1,3
28,Sushi,Fresh Food,14-05-2023,297,293,3742,Rainy,287,2,0,3
30,Toothpaste,Personal Care,14-05-2023,274,299,4086,Rainy,267,3,0,1
3,Candy Bar,Snacks,14-05-2023,179,762,4794,Cloudy,198,1,1,3
21,Pretzels,Snacks,14-05-2023,360,705,3081,Cloudy,385,3,1,3
29,Toilet Paper,Household Items,14-05-2023,398,401,5574,Sunny,384,3,1,3
5,Chips,Snacks,14-05-2023,487,276,5025,Sunny,469,3,0,3
32,Yogurt,Dairy,14-05-2023,264,687,2212,Snowy,280,2,1,1
7,Cream,Dairy,14-05-2023,153,209,5845,Snowy,165,3,1,3
8,Deodorant,Personal Care,14-05-2023,416,786,2487,Windy,432,2,1,2
12,Garbage Bags,Household Items,14-05-2023,301,919,5858,Rainy,283,2,0,2
28,Sushi,Fresh Food,14-05-2023,143,225,5875,Sunny,167,2,0,3
26,Soda,Beverages,14-05-2023,475,815,4198,Rainy,507,1,1,3
27,Sour Cream,Dairy,14-05-2023,379,490,3838,Rainy,376,1,0,2
4,Cheese,Dairy,14-05-2023,388,617,7587,Cloudy,343,1,1,2
19,Paper Towels,Household Items,14-05-2023,356,418,4691,Cloudy,294,2,0,1
21,Pretzels,Snacks,14-05-2023,129,483,4376,Rainy,132,1,0,2
26,Soda,Beverages,14-05-2023,301,751,2710,Cloudy,292,3,1,2
19,Paper Towels,Household Items,14-05-2023,360,681,3432,Rainy,385,3,0,3
6,Coffee,Beverages,14-05-2023,409,836,5746,Cloudy,425,2,0,2
30,Toothpaste,Personal Care,14-05-2023,278,675,5015,Cloudy,288,1,0,1
22,Salad,Fresh Food,14-05-2023,356,535,2857,Windy,335,1,0,2
7,Cream,Dairy,14-05-2023,441,208,5845,Snowy,457,2,1,3
19,Paper Towels,Household Items,14-05-2023,126,812,5270,Windy,121,2,0,3
16,Lotion,Personal Care,14-05-2023,109,233,2851,Snowy,116,3,0,2
10,Energy Drink,Beverages,14-05-2023,249,728,2924,Sunny,261,3,1,3
11,Fruit Cup,Fresh Food,14-05-2023,433,807,5644,Windy,462,2,0,1
4,Cheese,Dairy,14-05-2023,222,990,7587,Windy,217,2,1,1
7,Cream,Dairy,14-05-2023,468,576,5845,Windy,448,1,0,2
2,Buttermilk,Dairy,14-05-2023,364,874,4263,Cloudy,330,3,0,2
31,Water,Beverages,14-05-2023,129,675,3384,Windy,117,3,1,2
18,Nuts,Snacks,14-05-2023,304,520,5826,Snowy,307,1,1,3
24,Shampoo,Personal Care,14-05-2023,410,870,4582,Windy,416,3,0,1
9,Dish Soap,Household Items,14-05-2023,279,491,4749,Windy,299,1,1,1
11,Fruit Cup,Fresh Food,14-05-2023,400,901,2992,Sunny,444,1,1,3
18,Nuts,Snacks,14-05-2023,226,615,2236,Sunny,219,2,1,1
26,Soda,Beverages,14-05-2023,392,607,3648,Sunny,397,3,0,2
5,Chips,Snacks,14-05-2023,380,708,4149,Rainy,389,2,0,2
25,Soap,Personal Care,14-05-2023,442,922,4454,Sunny,455,2,0,2
9,Dish Soap,Household Items,14-05-2023,119,743,3697,Sunny,158,3,0,1
14,Juice,Beverages,14-05-2023,414,681,2742,Sunny,364,1,0,2
32,Yogurt,Dairy,14-05-2023,351,764,3896,Sunny,373,3,0,3
31,Water,Beverages,14-05-2023,457,327,3326,Snowy,413,2,1,3
28,Sushi,Fresh Food,14-05-2023,224,341,5084,Snowy,208,1,0,1
23,Sandwich,Fresh Food,14-05-2023,255,953,3455,Cloudy,233,2,0,3
16,Lotion,Personal Care,14-05-2023,200,680,5636,Windy,230,3,1,3
30,Toothpaste,Personal Care,14-05-2023,137,578,2788,Sunny,136,3,0,1
15,Laundry Detergent,Household Items,15-05-2023,129,706,2595,Cloudy,139,2,1,2
24,Shampoo,Personal Care,15-05-2023,147,871,4041,Snowy,128,3,0,2
2,Buttermilk,Dairy,15-05-2023,101,702,4263,Rainy,115,2,1,2
32,Yogurt,Dairy,15-05-2023,364,311,5834,Cloudy,311,3,1,1
12,Garbage Bags,Household Items,15-05-2023,319,474,3670,Cloudy,343,2,1,3
6,Coffee,Beverages,15-05-2023,373,781,2369,Sunny,423,3,1,2
6,Coffee,Beverages,15-05-2023,409,598,4181,Windy,369,3,0,2
12,Garbage Bags,Household Items,15-05-2023,357,996,5985,Snowy,415,2,0,1
5,Chips,Snacks,15-05-2023,208,653,4734,Cloudy,230,3,1,2
10,Energy Drink,Beverages,15-05-2023,120,723,5827,Sunny,129,3,0,1
2,Buttermilk,Dairy,15-05-2023,410,985,4263,Windy,468,2,0,3
24,Shampoo,Personal Care,15-05-2023,261,861,3239,Windy,265,1,0,1
24,Shampoo,Personal Care,15-05-2023,453,934,5891,Snowy,459,1,1,1
18,Nuts,Snacks,15-05-2023,244,218,4056,Windy,239,2,0,1
19,Paper Towels,Household Items,15-05-2023,405,290,4752,Rainy,447,2,0,1
28,Sushi,Fresh Food,15-05-2023,365,746,4127,Windy,409,3,1,3
1,Butter,Dairy,15-05-2023,357,787,5776,Windy,362,3,0,3
25,Soap,Personal Care,15-05-2023,102,720,3543,Rainy,102,1,1,2
25,Soap,Personal Care,15-05-2023,174,332,2255,Rainy,180,1,1,3
17,Milk,Dairy,15-05-2023,250,372,9760,Cloudy,226,2,0,3
5,Chips,Snacks,15-05-2023,488,941,5706,Rainy,539,1,0,2
4,Cheese,Dairy,15-05-2023,287,800,7587,Rainy,247,2,1,3
10,Energy Drink,Beverages,15-05-2023,320,662,2930,Snowy,296,1,1,1
25,Soap,Personal Care,15-05-2023,468,352,2322,Cloudy,449,2,0,1
19,Paper Towels,Household Items,15-05-2023,443,237,2365,Sunny,521,2,0,2
6,Coffee,Beverages,15-05-2023,114,348,4196,Cloudy,110,2,0,2
14,Juice,Beverages,15-05-2023,270,674,4640,Cloudy,305,1,0,2
13,Ice Cream,Dairy,15-05-2023,187,252,3737,Sunny,168,3,1,1
1,Butter,Dairy,15-05-2023,338,540,5776,Cloudy,339,2,1,3
10,Energy Drink,Beverages,15-05-2023,124,356,4234,Windy,123,1,0,1
3,Candy Bar,Snacks,15-05-2023,245,633,4794,Cloudy,247,1,0,2
3,Candy Bar,Snacks,15-05-2023,417,228,4794,Windy,419,2,1,3
10,Energy Drink,Beverages,15-05-2023,447,877,4245,Cloudy,486,2,1,3
8,Deodorant,Personal Care,15-05-2023,254,846,4939,Cloudy,238,3,1,1
30,Toothpaste,Personal Care,15-05-2023,202,648,3101,Windy,203,3,1,2
14,Juice,Beverages,15-05-2023,264,450,3371,Sunny,234,2,1,1
19,Paper Towels,Household Items,15-05-2023,461,954,5845,Cloudy,528,3,0,3
2,Buttermilk,Dairy,15-05-2023,192,748,4263,Windy,177,3,0,1
19,Paper Towels,Household Items,15-05-2023,157,632,3972,Cloudy,166,1,1,1
23,Sandwich,Fresh Food,15-05-2023,207,230,2049,Sunny,182,3,1,2
3,Candy Bar,Snacks,15-05-2023,422,302,4794,Sunny,415,3,1,2
19,Paper Towels,Household Items,15-05-2023,239,899,4272,Rainy,227,3,0,3
29,Toilet Paper,Household Items,15-05-2023,459,428,3698,Windy,416,1,0,1
27,Sour Cream,Dairy,15-05-2023,351,260,5785,Sunny,367,3,0,1
24,Shampoo,Personal Care,15-05-2023,213,421,2722,Sunny,225,3,0,1
9,Dish Soap,Household Items,15-05-2023,453,612,3064,Cloudy,445,2,0,3
26,Soda,Beverages,15-05-2023,320,595,4319,Snowy,351,1,0,3
18,Nuts,Snacks,15-05-2023,172,688,5117,Sunny,177,1,1,2
16,Lotion,Personal Care,15-05-2023,491,998,3134,Windy,347,2,1,2
25,Soap,Personal Care,15-05-2023,402,710,3658,Rainy,404,2,0,2
16,Lotion,Personal Care,15-05-2023,296,886,2452,Sunny,315,2,1,1
13,Ice Cream,Dairy,15-05-2023,278,274,2379,Sunny,230,2,0,1
14,Juice,Beverages,15-05-2023,183,762,4416,Sunny,183,2,0,2
6,Coffee,Beverages,15-05-2023,264,407,5018,Snowy,262,1,0,1
26,Soda,Beverages,16-05-2023,460,456,4180,Sunny,400,3,1,2
26,Soda,Beverages,16-05-2023,148,840,4632,Sunny,120,1,1,3
32,Yogurt,Dairy,16-05-2023,108,901,3885,Snowy,94,1,1,2
30,Toothpaste,Personal Care,16-05-2023,100,842,5138,Sunny,101,1,0,3
19,Paper Towels,Household Items,16-05-2023,241,272,4887,Rainy,289,3,1,1
32,Yogurt,Dairy,16-05-2023,448,493,4688,Sunny,471,1,0,2
26,Soda,Beverages,16-05-2023,212,850,5493,Windy,224,1,1,1
20,Popcorn,Snacks,16-05-2023,167,755,3166,Windy,174,2,0,3
15,Laundry Detergent,Household Items,16-05-2023,253,454,5422,Snowy,256,3,1,3
5,Chips,Snacks,16-05-2023,177,924,4863,Windy,186,1,1,3
25,Soap,Personal Care,16-05-2023,379,422,3610,Cloudy,349,1,0,1
21,Pretzels,Snacks,16-05-2023,266,876,2028,Rainy,257,3,1,1
8,Deodorant,Personal Care,16-05-2023,365,405,5151,Rainy,303,3,0,1
21,Pretzels,Snacks,16-05-2023,498,331,4603,Rainy,506,1,1,1
11,Fruit Cup,Fresh Food,16-05-2023,262,894,5257,Sunny,270,1,1,3
30,Toothpaste,Personal Care,16-05-2023,271,957,2925,Windy,304,1,0,3
6,Coffee,Beverages,16-05-2023,432,780,4015,Cloudy,406,2,1,2
18,Nuts,Snacks,16-05-2023,376,832,5316,Cloudy,398,2,1,2
8,Deodorant,Personal Care,16-05-2023,471,698,3911,Cloudy,391,1,0,1
7,Cream,Dairy,16-05-2023,236,375,5845,Cloudy,216,3,1,3
24,Shampoo,Personal Care,16-05-2023,370,745,3684,Rainy,431,1,1,3
20,Popcorn,Snacks,16-05-2023,483,323,3083,Snowy,494,3,0,3
1,Butter,Dairy,16-05-2023,417,346,5776,Windy,424,2,1,2
26,Soda,Beverages,16-05-2023,103,932,4703,Snowy,107,3,1,2
25,Soap,Personal Care,16-05-2023,101,722,5659,Cloudy,118,1,0,3
15,Laundry Detergent,Household Items,16-05-2023,499,440,4671,Rainy,440,1,0,3
19,Paper Towels,Household Items,16-05-2023,159,965,2754,Windy,153,3,0,3
5,Chips,Snacks,16-05-2023,456,923,5061,Cloudy,517,2,1,2
30,Toothpaste,Personal Care,16-05-2023,184,630,4140,Rainy,198,3,1,3
3,Candy Bar,Snacks,16-05-2023,208,363,4794,Snowy,163,2,0,3
31,Water,Beverages,16-05-2023,382,736,2167,Sunny,356,3,1,1
15,Laundry Detergent,Household Items,16-05-2023,134,891,2453,Windy,134,2,0,1
5,Chips,Snacks,16-05-2023,138,598,4322,Snowy,128,3,1,2
15,Laundry Detergent,Household Items,16-05-2023,492,792,3871,Rainy,524,3,1,3
12,Garbage Bags,Household Items,16-05-2023,309,398,5388,Snowy,264,3,0,3
27,Sour Cream,Dairy,16-05-2023,169,291,4621,Cloudy,167,2,1,1
10,Energy Drink,Beverages,16-05-2023,100,765,4044,Sunny,93,2,1,2
11,Fruit Cup,Fresh Food,16-05-2023,394,307,5340,Cloudy,358,1,0,1
9,Dish Soap,Household Items,16-05-2023,115,487,3459,Sunny,113,1,0,1
2,Buttermilk,Dairy,16-05-2023,188,840,4263,Rainy,200,1,1,1
25,Soap,Personal Care,16-05-2023,303,330,3024,Snowy,310,3,0,1
3,Candy Bar,Snacks,16-05-2023,490,887,4794,Sunny,457,1,0,3
17,Milk,Dairy,16-05-2023,118,508,9760,Windy,102,2,1,3
14,Juice,Beverages,17-05-2023,312,662,4483,Snowy,321,2,0,1
16,Lotion,Personal Care,17-05-2023,199,874,5999,Sunny,217,1,1,2
18,Nuts,Snacks,17-05-2023,431,292,2687,Cloudy,454,3,0,2
30,Toothpaste,Personal Care,17-05-2023,224,915,5644,Sunny,236,3,1,2
28,Sushi,Fresh Food,17-05-2023,142,955,4228,Cloudy,133,3,1,2
25,Soap,Personal Care,17-05-2023,183,732,2988,Snowy,153,2,0,1
5,Chips,Snacks,17-05-2023,192,380,2173,Cloudy,180,2,0,3
22,Salad,Fresh Food,17-05-2023,425,382,2396,Rainy,420,3,1,2
9,Dish Soap,Household Items,17-05-2023,427,442,2128,Windy,328,3,0,1
21,Pretzels,Snacks,17-05-2023,388,598,5462,Cloudy,303,2,1,2
22,Salad,Fresh Food,17-05-2023,487,895,5820,Cloudy,561,2,1,2
19,Paper Towels,Household Items,17-05-2023,430,491,5307,Rainy,466,3,0,1
7,Cream,Dairy,17-05-2023,113,773,5845,Rainy,88,3,0,3
12,Garbage Bags,Household Items,17-05-2023,427,224,3814,Windy,377,2,0,3
14,Juice,Beverages,17-05-2023,220,620,3336,Cloudy,215,2,1,1
5,Chips,Snacks,17-05-2023,120,701,5557,Windy,120,2,0,3
22,Salad,Fresh Food,17-05-2023,264,227,5443,Windy,264,2,0,1
20,Popcorn,Snacks,17-05-2023,413,410,5843,Cloudy,399,1,0,1
29,Toilet Paper,Household Items,17-05-2023,348,343,3164,Sunny,380,1,0,1
4,Cheese,Dairy,17-05-2023,297,790,7587,Windy,286,3,0,3
25,Soap,Personal Care,17-05-2023,132,290,5020,Rainy,134,2,1,1
1,Butter,Dairy,17-05-2023,157,223,5776,Snowy,194,1,0,2
11,Fruit Cup,Fresh Food,17-05-2023,410,431,2085,Cloudy,417,2,1,3
5,Chips,Snacks,17-05-2023,151,924,3475,Windy,155,2,0,3
3,Candy Bar,Snacks,17-05-2023,313,596,4794,Rainy,300,2,1,3
1,Butter,Dairy,17-05-2023,394,273,5776,Sunny,375,3,0,3
8,Deodorant,Personal Care,17-05-2023,139,929,2747,Rainy,154,3,0,2
15,Laundry Detergent,Household Items,17-05-2023,458,572,3597,Cloudy,484,1,0,3
17,Milk,Dairy,17-05-2023,180,944,9760,Snowy,171,1,0,3
32,Yogurt,Dairy,17-05-2023,179,983,2436,Windy,206,2,1,1
22,Salad,Fresh Food,17-05-2023,497,905,4331,Cloudy,605,3,0,3
16,Lotion,Personal Care,17-05-2023,301,624,3716,Sunny,257,3,1,2
13,Ice Cream,Dairy,17-05-2023,486,336,4826,Sunny,519,3,0,2
28,Sushi,Fresh Food,17-05-2023,300,782,2579,Cloudy,306,3,1,2
19,Paper Towels,Household Items,17-05-2023,211,324,5581,Cloudy,217,1,1,2
16,Lotion,Personal Care,17-05-2023,485,434,4684,Sunny,462,2,0,3
16,Lotion,Personal Care,17-05-2023,143,781,4979,Sunny,142,1,1,3
8,Deodorant,Personal Care,17-05-2023,170,425,2420,Windy,149,1,0,2
24,Shampoo,Personal Care,17-05-2023,388,621,3544,Cloudy,362,1,0,2
3,Candy Bar,Snacks,17-05-2023,161,302,4794,Rainy,180,3,1,3
25,Soap,Personal Care,17-05-2023,122,831,3401,Cloudy,126,1,1,2
8,Deodorant,Personal Care,17-05-2023,324,594,4053,Sunny,273,3,1,1
6,Coffee,Beverages,17-05-2023,146,547,4553,Rainy,131,2,0,2
2,Buttermilk,Dairy,18-05-2023,103,548,4263,Sunny,111,1,1,2
24,Shampoo,Personal Care,18-05-2023,127,711,4258,Cloudy,122,3,0,1
28,Sushi,Fresh Food,18-05-2023,454,823,5556,Cloudy,400,3,0,1
31,Water,Beverages,18-05-2023,438,996,5337,Windy,430,2,1,3
6,Coffee,Beverages,18-05-2023,247,277,3388,Snowy,207,1,1,3
26,Soda,Beverages,18-05-2023,330,310,5728,Windy,332,2,1,1
29,Toilet Paper,Household Items,18-05-2023,294,791,3513,Sunny,276,1,0,1
22,Salad,Fresh Food,18-05-2023,206,859,2906,Rainy,155,2,1,3
5,Chips,Snacks,18-05-2023,219,746,2718,Windy,192,1,1,2
5,Chips,Snacks,18-05-2023,212,677,2782,Windy,201,1,0,1
8,Deodorant,Personal Care,18-05-2023,160,461,2787,Cloudy,177,1,1,3
10,Energy Drink,Beverages,18-05-2023,343,420,3179,Rainy,397,3,0,2
2,Buttermilk,Dairy,18-05-2023,219,881,4263,Windy,225,2,1,1
23,Sandwich,Fresh Food,18-05-2023,203,412,3540,Snowy,209,1,1,2
32,Yogurt,Dairy,18-05-2023,234,966,4859,Windy,215,2,0,3
4,Cheese,Dairy,18-05-2023,290,774,7587,Snowy,293,2,0,1
8,Deodorant,Personal Care,18-05-2023,492,896,5509,Snowy,572,1,0,2
22,Salad,Fresh Food,18-05-2023,218,485,4065,Cloudy,239,1,1,1
28,Sushi,Fresh Food,18-05-2023,494,671,4595,Windy,399,3,0,2
5,Chips,Snacks,18-05-2023,439,377,2555,Rainy,353,2,1,3
22,Salad,Fresh Food,18-05-2023,495,642,3872,Windy,548,1,0,3
13,Ice Cream,Dairy,18-05-2023,489,774,3776,Cloudy,520,1,1,1
11,Fruit Cup,Fresh Food,18-05-2023,193,291,3443,Windy,162,1,0,2
19,Paper Towels,Household Items,18-05-2023,498,896,3903,Sunny,523,1,0,1
29,Toilet Paper,Household Items,18-05-2023,227,688,5076,Rainy,226,2,0,1
20,Popcorn,Snacks,18-05-2023,430,479,3138,Windy,362,3,1,2
29,Toilet Paper,Household Items,18-05-2023,353,703,5370,Snowy,322,3,0,2
14,Juice,Beverages,18-05-2023,335,862,3603,Windy,328,2,0,2
18,Nuts,Snacks,18-05-2023,204,298,2322,Cloudy,166,1,0,3
23,Sandwich,Fresh Food,18-05-2023,236,946,5642,Sunny,250,2,0,1
5,Chips,Snacks,18-05-2023,135,573,2264,Snowy,117,2,0,1
10,Energy Drink,Beverages,18-05-2023,215,343,5383,Cloudy,232,3,1,3
9,Dish Soap,Household Items,18-05-2023,353,905,2996,Snowy,380,2,1,2
16,Lotion,Personal Care,18-05-2023,448,215,2208,Rainy,443,3,1,3
24,Shampoo,Personal Care,18-05-2023,126,458,5887,Sunny,110,3,0,3
4,Cheese,Dairy,18-05-2023,117,615,7587,Sunny,114,2,1,3
11,Fruit Cup,Fresh Food,18-05-2023,165,444,3267,Sunny,157,1,1,1
19,Paper Towels,Household Items,18-05-2023,264,302,4201,Windy,282,2,1,3
12,Garbage Bags,Household Items,18-05-2023,317,848,4628,Snowy,324,1,0,1
10,Energy Drink,Beverages,18-05-2023,193,595,5939,Snowy,167,2,1,1
29,Toilet Paper,Household Items,18-05-2023,232,670,4302,Cloudy,257,3,0,1
15,Laundry Detergent,Household Items,18-05-2023,278,423,4687,Rainy,290,2,1,2
12,Garbage Bags,Household Items,18-05-2023,118,480,3642,Rainy,118,1,1,1
10,Energy Drink,Beverages,18-05-2023,345,438,3002,Sunny,353,1,1,1
9,Dish Soap,Household Items,18-05-2023,452,689,5548,Sunny,554,2,0,2
9,Dish Soap,Household Items,18-05-2023,141,745,4518,Rainy,150,3,0,1
4,Cheese,Dairy,18-05-2023,426,530,7587,Snowy,419,2,1,3
8,Deodorant,Personal Care,18-05-2023,488,991,3876,Rainy,656,1,0,3
20,Popcorn,Snacks,19-05-2023,251,336,2758,Sunny,271,3,0,1
7,Cream,Dairy,19-05-2023,314,888,5845,Snowy,351,2,1,2
27,Sour Cream,Dairy,19-05-2023,183,329,5814,Windy,189,1,0,3
21,Pretzels,Snacks,19-05-2023,178,716,4875,Sunny,174,1,1,2
5,Chips,Snacks,19-05-2023,152,423,4201,Rainy,138,3,0,2
1,Butter,Dairy,19-05-2023,144,848,5776,Sunny,148,1,1,3
14,Juice,Beverages,19-05-2023,274,507,3397,Rainy,305,1,0,2
31,Water,Beverages,19-05-2023,107,815,5808,Cloudy,117,3,1,3
29,Toilet Paper,Household Items,19-05-2023,455,659,5574,Cloudy,415,2,1,2
8,Deodorant,Personal Care,19-05-2023,226,604,2398,Sunny,227,1,1,3
2,Buttermilk,Dairy,19-05-2023,205,601,4263,Rainy,217,3,0,1
5,Chips,Snacks,19-05-2023,174,550,3529,Windy,161,3,1,3
23,Sandwich,Fresh Food,19-05-2023,339,899,5128,Sunny,333,2,0,3
6,Coffee,Beverages,19-05-2023,449,800,4484,Snowy,455,1,0,3
13,Ice Cream,Dairy,19-05-2023,130,678,5085,Windy,114,2,1,3
1,Butter,Dairy,19-05-2023,377,899,5776,Cloudy,346,3,0,2
9,Dish Soap,Household Items,19-05-2023,296,597,4968,Sunny,253,1,0,1
26,Soda,Beverages,19-05-2023,382,644,2460,Sunny,354,2,1,3
20,Popcorn,Snacks,19-05-2023,465,637,5302,Windy,507,2,0,2
2,Buttermilk,Dairy,19-05-2023,370,726,4263,Cloudy,401,2,1,1
20,Popcorn,Snacks,19-05-2023,328,388,3122,Windy,323,2,0,1
3,Candy Bar,Snacks,19-05-2023,102,428,4794,Cloudy,84,3,1,1
13,Ice Cream,Dairy,19-05-2023,458,340,2184,Sunny,479,1,1,1
30,Toothpaste,Personal Care,19-05-2023,467,341,5887,Snowy,535,3,0,3
22,Salad,Fresh Food,19-05-2023,236,605,2933,Cloudy,255,2,0,3
13,Ice Cream,Dairy,19-05-2023,197,827,4170,Sunny,216,2,0,2
18,Nuts,Snacks,19-05-2023,178,890,2291,Sunny,192,2,0,2
32,Yogurt,Dairy,19-05-2023,215,256,5448,Snowy,208,2,1,2
5,Chips,Snacks,19-05-2023,417,870,2046,Cloudy,376,3,0,1
30,Toothpaste,Personal Care,19-05-2023,263,699,3580,Cloudy,282,2,0,1
14,Juice,Beverages,19-05-2023,282,986,3340,Snowy,282,1,0,3
15,Laundry Detergent,Household Items,19-05-2023,443,583,2328,Windy,436,1,0,1
10,Energy Drink,Beverages,19-05-2023,190,545,4962,Sunny,198,2,0,1
21,Pretzels,Snacks,19-05-2023,140,901,5009,Cloudy,136,2,1,1
30,Toothpaste,Personal Care,19-05-2023,395,303,4555,Rainy,432,2,1,2
31,Water,Beverages,19-05-2023,122,281,4250,Windy,130,2,1,2
15,Laundry Detergent,Household Items,19-05-2023,112,300,3475,Sunny,109,3,1,3
22,Salad,Fresh Food,19-05-2023,257,914,4746,Windy,231,1,1,1
6,Coffee,Beverages,19-05-2023,406,828,3092,Windy,443,1,1,1
18,Nuts,Snacks,19-05-2023,119,222,2862,Windy,117,3,1,3
2,Buttermilk,Dairy,19-05-2023,157,989,4263,Cloudy,179,3,1,1
5,Chips,Snacks,19-05-2023,113,489,2564,Windy,117,1,1,1
28,Sushi,Fresh Food,19-05-2023,285,765,4975,Rainy,306,2,1,2
7,Cream,Dairy,19-05-2023,271,586,5845,Windy,217,2,1,3
26,Soda,Beverages,19-05-2023,326,974,5876,Cloudy,347,3,1,3
27,Sour Cream,Dairy,19-05-2023,209,209,5767,Snowy,239,2,0,3
30,Toothpaste,Personal Care,19-05-2023,104,570,2486,Cloudy,118,2,0,3
24,Shampoo,Personal Care,19-05-2023,400,824,4729,Windy,318,3,0,2
26,Soda,Beverages,19-05-2023,334,538,3294,Rainy,279,3,1,2
5,Chips,Snacks,19-05-2023,249,308,5599,Windy,219,1,1,1
31,Water,Beverages,19-05-2023,220,305,3565,Sunny,237,2,1,1
18,Nuts,Snacks,20-05-2023,258,351,5042,Cloudy,231,3,1,1
26,Soda,Beverages,20-05-2023,262,992,2791,Sunny,259,2,1,1
9,Dish Soap,Household Items,20-05-2023,192,508,2519,Snowy,200,3,0,2
32,Yogurt,Dairy,20-05-2023,364,519,4720,Rainy,305,2,0,3
18,Nuts,Snacks,20-05-2023,412,718,5277,Snowy,414,2,1,2
19,Paper Towels,Household Items,20-05-2023,162,832,2225,Windy,144,1,0,1
24,Shampoo,Personal Care,20-05-2023,123,710,3481,Sunny,107,3,0,2
31,Water,Beverages,20-05-2023,161,462,2111,Sunny,145,2,1,3
1,Butter,Dairy,20-05-2023,354,232,5776,Snowy,331,2,1,3
25,Soap,Personal Care,20-05-2023,396,725,2388,Windy,369,1,0,2
31,Water,Beverages,20-05-2023,362,383,2659,Windy,389,2,1,2
31,Water,Beverages,20-05-2023,102,414,5978,Snowy,120,3,1,2
10,Energy Drink,Beverages,20-05-2023,306,789,3903,Sunny,298,3,1,1
20,Popcorn,Snacks,20-05-2023,211,672,3586,Snowy,216,3,0,2
23,Sandwich,Fresh Food,20-05-2023,218,986,5147,Windy,180,1,1,2
27,Sour Cream,Dairy,20-05-2023,225,358,3694,Windy,213,1,1,2
29,Toilet Paper,Household Items,20-05-2023,263,439,3236,Cloudy,218,1,0,3
31,Water,Beverages,20-05-2023,164,856,5109,Rainy,142,1,0,3
15,Laundry Detergent,Household Items,20-05-2023,162,860,3516,Snowy,150,1,0,1
3,Candy Bar,Snacks,20-05-2023,222,987,4794,Snowy,237,3,1,1
22,Salad,Fresh Food,20-05-2023,335,278,2058,Windy,345,3,1,3
10,Energy Drink,Beverages,20-05-2023,457,729,5781,Windy,486,1,1,3
32,Yogurt,Dairy,20-05-2023,458,438,3765,Rainy,405,3,0,3
12,Garbage Bags,Household Items,20-05-2023,115,952,5835,Cloudy,114,1,1,2
4,Cheese,Dairy,20-05-2023,307,513,7587,Sunny,293,3,0,2
10,Energy Drink,Beverages,20-05-2023,431,497,5350,Rainy,438,3,1,3
12,Garbage Bags,Household Items,20-05-2023,101,734,2358,Cloudy,108,3,0,2
16,Lotion,Personal Care,20-05-2023,455,779,5064,Windy,419,2,1,2
6,Coffee,Beverages,20-05-2023,220,668,5443,Rainy,199,3,0,1
27,Sour Cream,Dairy,20-05-2023,327,566,4972,Sunny,302,2,0,3
2,Buttermilk,Dairy,20-05-2023,137,534,4263,Windy,125,1,1,3
26,Soda,Beverages,20-05-2023,149,697,3465,Snowy,165,2,1,2
30,Toothpaste,Personal Care,20-05-2023,151,853,5135,Windy,163,1,1,3
2,Buttermilk,Dairy,20-05-2023,462,379,4263,Rainy,487,2,0,1
19,Paper Towels,Household Items,20-05-2023,131,856,3608,Sunny,121,1,0,1
28,Sushi,Fresh Food,20-05-2023,361,263,2720,Windy,392,3,0,1
21,Pretzels,Snacks,20-05-2023,331,879,5024,Cloudy,350,3,1,3
10,Energy Drink,Beverages,20-05-2023,119,318,4679,Sunny,133,2,1,3
3,Candy Bar,Snacks,20-05-2023,478,988,4794,Sunny,489,2,0,3
14,Juice,Beverages,20-05-2023,498,506,2694,Snowy,490,3,0,3
24,Shampoo,Personal Care,20-05-2023,279,838,5443,Rainy,309,1,0,3
29,Toilet Paper,Household Items,20-05-2023,364,277,2896,Snowy,451,3,0,1
12,Garbage Bags,Household Items,20-05-2023,256,924,4370,Snowy,258,2,0,2
15,Laundry Detergent,Household Items,20-05-2023,168,840,2853,Snowy,166,3,0,1
3,Candy Bar,Snacks,20-05-2023,359,467,4794,Windy,310,1,0,3
8,Deodorant,Personal Care,20-05-2023,343,849,5839,Windy,342,3,1,1
16,Lotion,Personal Care,20-05-2023,189,736,3479,Windy,229,1,1,3
26,Soda,Beverages,20-05-2023,470,873,2053,Windy,464,1,0,3
7,Cream,Dairy,20-05-2023,129,533,5845,Snowy,116,3,1,1
30,Toothpaste,Personal Care,20-05-2023,243,885,3601,Sunny,231,2,1,3
6,Coffee,Beverages,20-05-2023,425,492,4904,Rainy,428,2,0,2
28,Sushi,Fresh Food,20-05-2023,460,877,4936,Cloudy,435,2,1,3
12,Garbage Bags,Household Items,21-05-2023,277,626,5986,Windy,262,3,0,2
31,Water,Beverages,21-05-2023,430,297,5791,Snowy,495,3,1,2
18,Nuts,Snacks,21-05-2023,476,857,3179,Snowy,465,3,0,3
11,Fruit Cup,Fresh Food,21-05-2023,196,478,4582,Snowy,188,1,1,1
