Item_ID,Item_Name,Category,Date,Last_Month_Sales,Capacity,Last_Year_Sales,Temperature,Weather,Predicted_Sales,City_Tier,On_promotion,Outlet
5,Pomegranate,Fruits,10-01-2019,67,109,1081,38,Sunny,75,1,0,3
19,Milk,Dairy,9-30-2020,71,99,1068,35,Autumn,69,2,1,3
19,Milk,Dairy,9-27-2023,71,99,1068,36,Rainy,70,2,0,2
19,Milk,Dairy,9-27-2023,71,109,1077,48,Winter,81,2,1,1
19,Milk,Dairy,9-23-2021,82,109,1077,43,Sunny,80,3,0,3
19,Milk,Dairy,9-21-2022,82,109,1077,39,Sunny,77,1,0,2
19,Milk,Dairy,9-14-2019,71,99,1068,40,Sunny,70,2,1,3
19,Milk,Dairy,8-31-2023,71,99,1068,41,Sunny,68,3,0,3
19,Milk,Dairy,8-31-2023,71,109,1077,47,Autumn,79,3,0,3
19,Milk,Dairy,8-31-2020,82,109,1077,46,Rainy,81,3,0,2
19,Milk,Dairy,8-31-2020,82,109,1077,49,Winter,79,3,1,1
19,Milk,Dairy,8-20-2022,71,99,1068,33,Winter,70,3,1,3
19,Milk,Dairy,8-20-2022,71,99,1068,47,Sunny,69,2,1,1
19,Milk,Dairy,8-20-2019,71,99,1068,47,Rainy,69,3,0,1
19,Milk,Dairy,8-20-2019,71,109,1077,41,Sunny,80,1,0,2
19,Milk,Dairy,5-22-2023,71,99,1068,33,Rainy,69,1,1,3
19,Milk,Dairy,5-22-2023,71,109,1077,49,Sunny,79,3,1,3
19,Milk,Dairy,4-24-2023,71,99,1068,41,Winter,69,2,0,3
19,Milk,Dairy,4-24-2023,71,99,1068,40,Rainy,70,1,1,2
19,Milk,Dairy,4-23-2021,71,99,1068,45,Rainy,68,2,1,2
19,Milk,Dairy,3-22-2021,82,109,1077,45,Winter,77,1,1,2
19,Milk,Dairy,2-26-2020,71,99,1068,38,Winter,69,1,0,2
19,Milk,Dairy,2-21-2020,82,109,1077,48,Winter,79,2,1,1
19,Milk,Dairy,2-19-2020,82,109,1077,35,Rainy,81,3,1,2
19,Milk,Dairy,2-19-2020,82,99,1068,36,Autumn,68,1,0,1
19,Milk,Dairy,1-25-2019,82,109,1077,37,Autumn,77,1,1,1
19,Milk,Dairy,1-25-2019,82,99,1068,48,Rainy,70,2,0,1
19,Milk,Dairy,12-27-2023,82,109,1077,49,Rainy,78,2,0,2
19,Milk,Dairy,12-25-2020,82,109,1077,41,Sunny,77,2,1,1
19,Milk,Dairy,12-17-2019,71,99,1068,46,Autumn,70,3,0,2
19,Milk,Dairy,12-15-2019,71,99,1068,35,Rainy,70,3,0,1
19,Milk,Dairy,12-15-2019,71,109,1077,38,Autumn,80,1,1,1
19,Milk,Dairy,1-20-2021,82,109,1077,32,Autumn,77,2,0,2
19,Milk,Dairy,1-20-2021,82,99,1068,40,Sunny,70,3,0,1
19,Milk,Dairy,1-18-2023,71,99,1068,48,Rainy,69,3,0,2
19,Milk,Dairy,1-18-2023,71,99,1068,41,Autumn,70,2,0,3
19,Milk,Dairy,11-27-2021,71,99,1068,39,Autumn,70,1,1,2
19,Milk,Dairy,11-25-2021,71,99,1068,41,Winter,70,1,0,2
19,Milk,Dairy,10-23-2023,71,99,1068,33,Winter,70,1,1,3
19,Milk,Dairy,08-12-2023,71,99,1068,42,Sunny,68,2,0,1
19,Milk,Dairy,08-12-2023,71,109,1077,44,Sunny,77,3,1,3
7,Kefir,Dairy,30-11-2023,78,109,1062,40,Autumn,70,3,0,2
5,Pomegranate,Fruits,04-11-2023,78,109,1065,41,Sunny,76,1,0,1
19,Milk,Dairy,05-10-2023,82,109,1077,50,Winter,80,2,0,1
5,Pomegranate,Fruits,05-09-2023,81,109,1067,39,Rainy,80,3,1,3
19,Milk,Dairy,03-09-2023,71,99,1068,45,Winter,69,2,0,3
3,Kiwi,Fruits,17-08-2023,76,99,1057,51,Rainy,73,3,0,3
19,Milk,Dairy,09-08-2023,71,99,1068,35,Autumn,69,3,0,1
19,Milk,Dairy,04-08-2023,71,99,1068,44,Sunny,70,2,0,3
4,Flavored Yogurt,Dairy,23-06-2023,82,109,1067,31,Autumn,67,1,0,1
7,Kefir,Dairy,05-06-2023,88,109,1056,44,Autumn,77,1,0,2
4,Flavored Yogurt,Dairy,03-05-2023,83,99,1065,39,Autumn,87,1,0,2
5,Pomegranate,Fruits,02-05-2023,62,109,1063,39,Autumn,76,2,0,3
3,Kiwi,Fruits,17-04-2023,69,109,1072,39,Winter,64,3,1,3
5,Pomegranate,Fruits,16-04-2023,64,109,1081,44,Winter,64,3,0,2
19,Milk,Dairy,12-04-2023,82,109,1077,33,Autumn,80,1,0,1
19,Milk,Dairy,12-04-2023,82,109,1077,47,Winter,81,3,1,1
3,Kiwi,Fruits,28-02-2023,94,99,1070,46,Autumn,79,1,0,3
3,Kiwi,Fruits,18-02-2023,69,109,1064,44,Sunny,71,3,0,2
3,Kiwi,Fruits,10-02-2023,82,99,1083,39,Sunny,62,1,1,2
6,Dragon Fruit,Fruits,08-02-2023,73,109,1074,45,Rainy,68,3,1,1
7,Kefir,Dairy,26-01-2023,81,99,1076,37,Sunny,62,1,0,2
3,Kiwi,Fruits,16-01-2023,63,99,1070,39,Autumn,74,2,0,2
5,Pomegranate,Fruits,10-01-2023,74,109,1068,40,Winter,77,2,0,1
7,Kefir,Dairy,02-12-2022,72,99,1065,34,Rainy,71,2,0,1
4,Flavored Yogurt,Dairy,31-10-2022,72,109,1080,34,Winter,55,3,1,2
7,Kefir,Dairy,15-10-2022,68,99,1075,43,Autumn,58,3,0,3
2,Butter Milk,Dairy,13-10-2022,64,99,1072,36,Rainy,81,1,0,1
7,Kefir,Dairy,30-09-2022,68,99,1070,34,Rainy,60,1,0,3
4,Flavored Yogurt,Dairy,15-08-2022,68,99,1060,30,Autumn,74,1,1,1
6,Dragon Fruit,Fruits,13-08-2022,77,109,1073,42,Sunny,73,2,0,1
6,Dragon Fruit,Fruits,06-08-2022,86,99,1065,39,Winter,69,3,0,2
2,Butter Milk,Dairy,05-08-2022,71,99,1066,38,Rainy,86,3,0,1
19,Milk,Dairy,06-07-2022,71,99,1068,44,Rainy,70,1,1,3
19,Milk,Dairy,06-07-2022,71,109,1077,45,Autumn,78,1,1,1
19,Milk,Dairy,08-06-2022,71,99,1068,44,Autumn,68,1,0,1
7,Kefir,Dairy,16-05-2022,74,99,1065,38,Sunny,83,2,1,1
4,Flavored Yogurt,Dairy,08-05-2022,89,99,1062,55,Winter,53,1,0,3
6,Dragon Fruit,Fruits,27-04-2022,76,109,1072,34,Winter,84,3,1,2
2,Butter Milk,Dairy,22-03-2022,66,99,1061,36,Winter,85,1,0,1
4,Flavored Yogurt,Dairy,20-02-2022,68,109,1074,38,Autumn,65,3,1,3
6,Dragon Fruit,Fruits,14-02-2022,88,99,1056,39,Winter,72,2,1,1
4,Flavored Yogurt,Dairy,16-01-2022,68,99,1069,31,Autumn,63,2,0,3
19,Milk,Dairy,08-01-2022,82,109,1077,49,Winter,77,2,1,2
6,Dragon Fruit,Fruits,07-12-2021,66,99,1065,43,Winter,66,3,1,2
19,Milk,Dairy,05-12-2021,82,109,1077,34,Winter,79,3,0,2
5,Pomegranate,Fruits,23-11-2021,76,109,1065,32,Winter,61,2,1,2
6,Dragon Fruit,Fruits,28-10-2021,68,99,1069,51,Rainy,77,1,0,1
19,Milk,Dairy,04-09-2021,82,109,1077,45,Sunny,77,3,1,2
3,Kiwi,Fruits,21-07-2021,63,99,1064,44,Winter,69,3,0,2
5,Pomegranate,Fruits,05-07-2021,81,109,1057,37,Winter,78,3,1,1
6,Dragon Fruit,Fruits,27-04-2021,71,109,1073,47,Sunny,65,1,0,1
6,Dragon Fruit,Fruits,25-04-2021,64,99,1055,33,Winter,66,3,0,1
6,Dragon Fruit,Fruits,20-03-2021,80,99,1072,42,Rainy,65,1,1,1
4,Flavored Yogurt,Dairy,12-12-2020,81,99,1071,44,Autumn,83,2,1,1
5,Pomegranate,Fruits,28-11-2020,72,109,1072,33,Winter,72,3,0,1
4,Flavored Yogurt,Dairy,31-10-2020,74,109,1080,41,Rainy,82,3,1,1
7,Kefir,Dairy,31-10-2020,72,99,1065,33,Rainy,76,1,0,1
6,Dragon Fruit,Fruits,12-10-2020,72,99,1081,35,Autumn,79,3,1,1
6,Dragon Fruit,Fruits,27-08-2020,75,99,1072,36,Sunny,67,3,1,1
2,Butter Milk,Dairy,21-08-2020,84,109,1062,43,Winter,75,1,0,3
3,Kiwi,Fruits,21-08-2020,64,109,1066,32,Sunny,77,1,1,2
6,Dragon Fruit,Fruits,20-08-2020,85,99,1073,47,Rainy,69,3,1,2
5,Pomegranate,Fruits,18-08-2020,73,109,1069,42,Rainy,79,2,1,2
2,Butter Milk,Dairy,13-08-2020,86,99,1060,44,Winter,74,1,1,3
6,Dragon Fruit,Fruits,09-08-2020,72,109,1076,38,Sunny,79,3,1,2
5,Pomegranate,Fruits,09-08-2020,76,99,1073,36,Rainy,72,1,1,3
7,Kefir,Dairy,04-08-2020,77,109,1063,32,Rainy,68,1,0,2
6,Dragon Fruit,Fruits,06-07-2020,69,99,1067,44,Winter,65,2,1,3
19,Milk,Dairy,02-06-2020,82,109,1077,46,Autumn,77,2,0,3
7,Kefir,Dairy,16-05-2020,69,99,1076,47,Rainy,71,2,1,3
3,Kiwi,Fruits,15-05-2020,76,109,1073,37,Sunny,68,2,1,3
6,Dragon Fruit,Fruits,15-05-2020,87,99,1066,34,Winter,58,3,0,1
19,Milk,Dairy,04-03-2020,82,109,1077,41,Rainy,78,1,0,3
19,Milk,Dairy,04-03-2020,82,99,1068,33,Winter,68,3,1,3
4,Flavored Yogurt,Dairy,13-02-2020,80,99,1071,35,Autumn,80,3,0,1
6,Dragon Fruit,Fruits,01-02-2020,92,99,1069,31,Winter,82,2,1,1
5,Pomegranate,Fruits,28-01-2020,82,99,1072,43,Autumn,72,1,0,1
6,Dragon Fruit,Fruits,03-01-2020,74,109,1083,44,Autumn,79,1,1,3
4,Flavored Yogurt,Dairy,26-12-2019,64,99,1074,39,Autumn,65,3,1,2
5,Pomegranate,Fruits,20-12-2019,92,99,1065,36,Rainy,73,1,0,2
6,Dragon Fruit,Fruits,16-12-2019,64,99,1078,44,Autumn,65,3,0,3
5,Pomegranate,Fruits,04-12-2019,78,99,1072,29,Winter,66,2,0,1
6,Dragon Fruit,Fruits,12-11-2019,88,109,1066,38,Autumn,73,3,1,3
4,Flavored Yogurt,Dairy,04-11-2019,73,99,1063,42,Sunny,76,1,0,1
7,Kefir,Dairy,09-09-2019,59,99,1092,39,Autumn,71,3,0,1
3,Kiwi,Fruits,04-09-2019,69,99,1062,46,Sunny,78,2,0,3
4,Flavored Yogurt,Dairy,09-07-2019,64,99,1069,39,Sunny,70,1,1,1
5,Pomegranate,Fruits,28-06-2019,78,99,1085,35,Autumn,73,1,1,2
4,Flavored Yogurt,Dairy,10-06-2019,61,109,1058,42,Autumn,64,1,0,1
5,Pomegranate,Fruits,26-05-2019,67,99,1067,33,Sunny,64,1,1,1
6,Dragon Fruit,Fruits,11-05-2019,79,109,1074,38,Winter,72,1,1,1
4,Flavored Yogurt,Dairy,29-04-2019,84,99,1063,44,Rainy,78,3,0,2
5,Pomegranate,Fruits,19-04-2019,67,109,1064,45,Autumn,74,1,1,1
19,Milk,Dairy,11-04-2019,82,109,1077,35,Rainy,78,2,0,2
19,Milk,Dairy,11-04-2019,82,109,1077,41,Autumn,81,3,0,3
3,Kiwi,Fruits,30-03-2019,86,109,1079,46,Winter,82,3,0,3
4,Flavored Yogurt,Dairy,20-03-2019,60,109,1074,34,Winter,60,3,0,3
19,Milk,Dairy,10-03-2019,71,99,1068,41,Sunny,68,2,0,2
19,Milk,Dairy,08-03-2019,71,99,1068,40,Sunny,70,2,0,2
4,Flavored Yogurt,Dairy,23-02-2019,74,99,1072,31,Winter,76,3,1,3
7,Kefir,Dairy,15-02-2019,65,109,1066,43,Rainy,77,1,1,1
5,Pomegranate,Fruits,26-01-2019,62,99,1077,38,Rainy,66,3,1,2
4,Flavored Yogurt,Dairy,19-01-2019,76,99,1074,26,Rainy,51,3,1,2
2,Butter Milk,Dairy,14-01-2019,74,99,1083,37,Winter,54,2,0,1
20,Cream,Dairy,9-27-2020,71,99,1068,38,Autumn,70,3,0,2
20,Cream,Dairy,9-27-2020,71,99,1068,33,Sunny,68,3,0,3
20,Cream,Dairy,9-13-2022,70,97,1065,38,Autumn,67,1,0,1
20,Cream,Dairy,9-13-2022,70,109,1077,40,Autumn,80,3,1,3
20,Cream,Dairy,8-30-2019,82,109,1077,40,Autumn,80,3,0,2
20,Cream,Dairy,8-24-2023,71,99,1068,46,Winter,69,2,0,3
20,Cream,Dairy,8-24-2023,71,109,1077,36,Autumn,80,1,0,2
20,Cream,Dairy,7-15-2022,71,99,1068,45,Rainy,68,1,0,1
20,Cream,Dairy,7-15-2022,71,109,1077,41,Sunny,77,1,1,1
20,Cream,Dairy,6-17-2022,71,99,1068,50,Winter,68,2,0,1
20,Cream,Dairy,5-26-2021,71,99,1068,43,Autumn,69,1,0,3
20,Cream,Dairy,5-26-2019,71,99,1068,33,Winter,69,2,1,1
20,Cream,Dairy,5-22-2021,82,109,1077,36,Winter,78,1,1,1
20,Cream,Dairy,5-22-2021,82,99,1068,47,Winter,70,1,0,3
20,Cream,Dairy,3-23-2023,82,109,1077,36,Autumn,81,2,0,2
20,Cream,Dairy,3-14-2023,71,99,1068,38,Winter,68,2,1,1
20,Cream,Dairy,3-14-2023,71,99,1068,47,Autumn,68,2,0,2
20,Cream,Dairy,2-27-2019,82,109,1077,42,Autumn,80,3,0,2
20,Cream,Dairy,2-20-2021,82,109,1077,37,Autumn,81,3,1,1
20,Cream,Dairy,12-20-2020,71,99,1068,33,Sunny,68,3,1,3
20,Cream,Dairy,11-22-2022,71,99,1068,48,Sunny,70,3,1,2
20,Cream,Dairy,11-17-2020,82,109,1077,34,Rainy,77,2,0,3
20,Cream,Dairy,11-17-2020,82,109,1077,49,Winter,77,1,0,3
3,Kiwi,Fruits,25-12-2023,50,99,1063,47,Sunny,56,1,0,3
4,Flavored Yogurt,Dairy,16-12-2023,70,99,1070,38,Autumn,78,1,1,1
6,Dragon Fruit,Fruits,20-10-2023,66,99,1082,34,Rainy,71,3,1,3
20,Cream,Dairy,06-10-2023,82,109,1077,40,Winter,79,2,1,2
20,Cream,Dairy,06-10-2023,82,99,1068,35,Autumn,70,3,1,3
6,Dragon Fruit,Fruits,03-10-2023,77,99,1072,40,Winter,89,1,1,3
4,Flavored Yogurt,Dairy,23-09-2023,79,99,1068,44,Sunny,83,2,1,1
5,Pomegranate,Fruits,27-08-2023,68,109,1077,38,Winter,73,1,1,3
3,Kiwi,Fruits,22-08-2023,67,99,1070,38,Rainy,76,3,0,2
3,Kiwi,Fruits,26-07-2023,80,109,1070,35,Winter,64,3,1,2
20,Cream,Dairy,03-07-2023,71,99,1068,42,Rainy,70,1,1,2
20,Cream,Dairy,03-07-2023,71,99,1068,32,Sunny,69,2,1,3
4,Flavored Yogurt,Dairy,19-06-2023,79,99,1079,47,Rainy,76,3,1,2
6,Dragon Fruit,Fruits,10-06-2023,87,109,1067,50,Autumn,75,3,0,3
3,Kiwi,Fruits,08-06-2023,75,99,1076,44,Winter,68,3,0,2
5,Pomegranate,Fruits,19-05-2023,60,99,1065,40,Sunny,65,1,1,2
20,Cream,Dairy,06-05-2023,82,109,1077,45,Winter,81,1,0,1
20,Cream,Dairy,06-05-2023,82,99,1068,42,Winter,68,3,0,2
5,Pomegranate,Fruits,26-04-2023,61,99,1066,46,Autumn,66,1,0,1
5,Pomegranate,Fruits,20-04-2023,68,109,1073,47,Sunny,81,2,1,2
4,Flavored Yogurt,Dairy,18-04-2023,79,109,1071,39,Rainy,82,3,0,1
3,Kiwi,Fruits,15-04-2023,74,99,1070,35,Autumn,81,1,0,2
5,Pomegranate,Fruits,24-03-2023,79,109,1082,34,Sunny,67,3,0,1
7,Kefir,Dairy,24-03-2023,68,99,1086,43,Sunny,90,2,0,1
2,Butter Milk,Dairy,07-03-2023,70,109,1076,29,Rainy,65,3,1,2
7,Kefir,Dairy,25-02-2023,79,109,1075,43,Autumn,87,3,0,2
20,Cream,Dairy,02-02-2023,71,99,1068,43,Autumn,70,1,1,3
7,Kefir,Dairy,29-01-2023,75,109,1068,37,Sunny,73,2,0,1
7,Kefir,Dairy,24-01-2023,83,99,1056,50,Sunny,89,3,1,2
2,Butter Milk,Dairy,13-01-2023,75,99,1062,40,Rainy,85,3,0,3
20,Cream,Dairy,08-11-2022,71,99,1068,48,Sunny,68,3,1,3
2,Butter Milk,Dairy,04-11-2022,75,109,1075,35,Sunny,73,1,0,1
6,Dragon Fruit,Fruits,30-10-2022,73,109,1070,34,Autumn,78,2,1,1
3,Kiwi,Fruits,19-10-2022,75,99,1070,34,Winter,75,2,1,1
7,Kefir,Dairy,17-10-2022,72,109,1082,39,Autumn,76,2,1,3
20,Cream,Dairy,09-10-2022,82,109,1077,44,Rainy,78,3,1,2
7,Kefir,Dairy,05-09-2022,66,99,1068,42,Autumn,80,3,0,2
2,Butter Milk,Dairy,30-08-2022,64,99,1070,44,Winter,64,2,0,1
2,Butter Milk,Dairy,04-08-2022,89,109,1077,37,Autumn,62,1,1,2
5,Pomegranate,Fruits,23-07-2022,70,99,1058,41,Rainy,80,2,1,1
6,Dragon Fruit,Fruits,08-06-2022,72,99,1075,35,Winter,78,3,0,3
7,Kefir,Dairy,28-05-2022,70,99,1078,35,Winter,72,2,0,3
5,Pomegranate,Fruits,22-05-2022,70,99,1072,35,Winter,76,2,0,1
7,Kefir,Dairy,15-05-2022,58,109,1071,43,Autumn,81,1,1,1
2,Butter Milk,Dairy,06-05-2022,81,116,1066,41,Rainy,71,1,1,2
3,Kiwi,Fruits,30-04-2022,70,99,1065,42,Sunny,74,1,0,2
7,Kefir,Dairy,25-04-2022,68,109,1064,35,Autumn,69,1,0,1
4,Flavored Yogurt,Dairy,07-04-2022,87,99,1066,35,Winter,78,3,0,2
20,Cream,Dairy,07-04-2022,71,99,1068,32,Rainy,70,2,0,3
3,Kiwi,Fruits,30-03-2022,84,109,1083,49,Sunny,72,2,1,3
4,Flavored Yogurt,Dairy,15-03-2022,70,99,1068,36,Rainy,67,3,1,2
6,Dragon Fruit,Fruits,14-03-2022,65,99,1056,48,Autumn,46,1,1,3
2,Butter Milk,Dairy,25-01-2022,85,99,1086,34,Sunny,53,1,0,2
20,Cream,Dairy,09-01-2022,71,99,1068,49,Sunny,69,1,1,3
20,Cream,Dairy,09-01-2022,71,116,1083,37,Sunny,85,2,0,3
2,Butter Milk,Dairy,27-12-2021,70,99,1086,34,Sunny,72,2,0,2
7,Kefir,Dairy,03-12-2021,62,99,1074,39,Winter,73,1,0,3
7,Kefir,Dairy,23-11-2021,74,109,1068,38,Sunny,60,1,0,3
20,Cream,Dairy,11-11-2021,71,99,1068,43,Sunny,70,2,0,3
6,Dragon Fruit,Fruits,13-10-2021,92,99,1066,48,Rainy,74,3,1,2
7,Kefir,Dairy,28-08-2021,79,99,1080,32,Autumn,80,1,0,2
3,Kiwi,Fruits,23-08-2021,69,109,1066,43,Winter,61,3,1,3
3,Kiwi,Fruits,17-08-2021,56,99,1077,44,Rainy,75,3,0,2
20,Cream,Dairy,06-08-2021,71,99,1068,32,Winter,69,2,0,1
20,Cream,Dairy,06-08-2021,71,99,1068,43,Rainy,68,3,1,1
3,Kiwi,Fruits,23-07-2021,60,109,1072,44,Autumn,78,3,0,1
3,Kiwi,Fruits,30-06-2021,84,109,1071,35,Sunny,53,2,0,1
4,Flavored Yogurt,Dairy,30-05-2021,59,99,1063,39,Autumn,76,2,1,3
4,Flavored Yogurt,Dairy,25-05-2021,58,109,1085,42,Winter,71,2,1,1
4,Flavored Yogurt,Dairy,22-04-2021,64,99,1074,33,Rainy,75,3,1,2
6,Dragon Fruit,Fruits,08-03-2021,74,99,1079,41,Rainy,70,3,1,2
20,Cream,Dairy,07-03-2021,71,99,1068,34,Rainy,70,2,1,3
20,Cream,Dairy,07-03-2021,71,99,1068,41,Sunny,68,1,1,2
5,Pomegranate,Fruits,06-03-2021,71,99,1068,44,Winter,78,1,0,3
6,Dragon Fruit,Fruits,04-03-2021,80,99,1065,41,Rainy,68,3,1,2
7,Kefir,Dairy,17-02-2021,68,99,1089,30,Sunny,61,2,1,3
6,Dragon Fruit,Fruits,30-01-2021,74,109,1086,41,Winter,76,2,0,2
4,Flavored Yogurt,Dairy,25-01-2021,60,99,1067,37,Sunny,79,2,1,2
6,Dragon Fruit,Fruits,01-01-2021,59,99,1063,35,Winter,77,3,1,2
20,Cream,Dairy,01-01-2021,71,99,1068,47,Winter,70,1,0,3
2,Butter Milk,Dairy,23-12-2020,81,109,1056,48,Rainy,72,2,0,2
7,Kefir,Dairy,17-12-2020,65,109,1071,38,Sunny,70,2,1,1
20,Cream,Dairy,07-12-2020,82,109,1077,37,Sunny,79,1,0,1
20,Cream,Dairy,07-12-2020,82,99,1068,35,Rainy,69,3,0,2
5,Pomegranate,Fruits,25-11-2020,75,109,1064,43,Rainy,76,2,0,2
4,Flavored Yogurt,Dairy,14-11-2020,87,50,1065,38,Rainy,67,1,0,1
4,Flavored Yogurt,Dairy,16-10-2020,64,109,1080,36,Autumn,62,1,1,2
20,Cream,Dairy,10-10-2020,71,99,1068,33,Sunny,68,3,0,1
20,Cream,Dairy,10-10-2020,71,109,1077,41,Autumn,77,3,0,2
6,Dragon Fruit,Fruits,22-09-2020,71,99,1062,51,Sunny,90,3,0,2
7,Kefir,Dairy,09-09-2020,74,109,1066,36,Winter,63,3,1,1
7,Kefir,Dairy,07-09-2020,73,109,1064,41,Winter,72,2,0,2
4,Flavored Yogurt,Dairy,04-09-2020,81,99,1063,39,Autumn,63,2,0,1
6,Dragon Fruit,Fruits,26-08-2020,74,109,1057,41,Sunny,72,2,0,1
20,Cream,Dairy,08-08-2020,82,109,1077,33,Sunny,81,3,1,2
20,Cream,Dairy,08-08-2020,82,99,1068,34,Winter,70,3,0,3
6,Dragon Fruit,Fruits,30-07-2020,68,99,1079,36,Autumn,63,3,0,2
4,Flavored Yogurt,Dairy,28-07-2020,78,99,1054,45,Autumn,60,2,0,3
2,Butter Milk,Dairy,28-07-2020,83,99,1071,41,Autumn,68,3,1,3
7,Kefir,Dairy,26-06-2020,70,99,1077,47,Rainy,62,1,1,3
7,Kefir,Dairy,15-06-2020,78,99,1084,51,Winter,76,1,1,3
5,Pomegranate,Fruits,01-06-2020,82,109,1064,27,Rainy,83,3,1,3
5,Pomegranate,Fruits,17-05-2020,69,99,1090,35,Rainy,75,3,1,3
3,Kiwi,Fruits,08-05-2020,61,99,1061,49,Autumn,69,3,1,1
6,Dragon Fruit,Fruits,06-05-2020,70,109,1055,50,Winter,77,3,1,3
6,Dragon Fruit,Fruits,01-05-2020,72,99,1076,36,Rainy,67,3,1,2
6,Dragon Fruit,Fruits,18-04-2020,69,116,1065,31,Sunny,83,1,0,3
7,Kefir,Dairy,10-04-2020,62,99,1068,38,Winter,75,2,0,3
5,Pomegranate,Fruits,09-03-2020,73,99,1062,47,Autumn,73,1,0,2
6,Dragon Fruit,Fruits,20-02-2020,70,99,1070,43,Winter,86,2,0,1
2,Butter Milk,Dairy,10-01-2020,70,99,1094,31,Sunny,71,1,0,3
20,Cream,Dairy,10-12-2019,82,109,1077,34,Autumn,77,1,0,1
4,Flavored Yogurt,Dairy,04-12-2019,66,109,1079,46,Autumn,60,1,1,1
4,Flavored Yogurt,Dairy,27-11-2019,77,109,1062,36,Autumn,70,2,0,2
3,Kiwi,Fruits,22-11-2019,79,109,1074,40,Winter,83,1,0,2
2,Butter Milk,Dairy,19-11-2019,86,99,1059,41,Rainy,62,2,1,1
20,Cream,Dairy,09-11-2019,71,99,1068,36,Sunny,70,2,0,1
20,Cream,Dairy,09-11-2019,71,99,1068,33,Rainy,68,2,1,3
6,Dragon Fruit,Fruits,06-11-2019,91,99,1062,37,Autumn,72,2,0,2
6,Dragon Fruit,Fruits,12-10-2019,77,109,1066,35,Rainy,67,1,0,1
20,Cream,Dairy,06-10-2019,82,109,1077,38,Autumn,80,3,0,2
6,Dragon Fruit,Fruits,10-09-2019,71,109,1077,41,Winter,65,3,0,1
7,Kefir,Dairy,10-09-2019,87,99,1078,44,Autumn,64,3,0,2
3,Kiwi,Fruits,02-09-2019,55,109,1062,47,Autumn,66,1,1,2
2,Butter Milk,Dairy,26-07-2019,83,99,1073,41,Sunny,64,2,1,3
2,Butter Milk,Dairy,09-07-2019,85,99,1065,34,Autumn,75,1,0,1
4,Flavored Yogurt,Dairy,07-07-2019,81,99,1068,38,Winter,75,1,1,3
5,Pomegranate,Fruits,14-06-2019,82,99,1056,35,Rainy,76,2,1,2
2,Butter Milk,Dairy,16-05-2019,69,109,1077,41,Autumn,83,1,0,1
20,Cream,Dairy,11-05-2019,82,109,1077,46,Winter,78,3,0,3
20,Cream,Dairy,11-05-2019,82,109,1077,34,Autumn,79,2,1,2
6,Dragon Fruit,Fruits,05-04-2019,74,109,1048,46,Sunny,86,1,1,2
5,Pomegranate,Fruits,16-03-2019,71,109,1070,33,Sunny,69,2,0,1
5,Pomegranate,Fruits,04-03-2019,74,109,1067,44,Winter,84,1,1,2
5,Pomegranate,Fruits,04-03-2019,88,99,1067,47,Autumn,70,3,1,1
7,Kefir,Dairy,10-02-2019,61,99,1075,44,Rainy,69,3,1,1
2,Butter Milk,Dairy,09-02-2019,68,109,1065,40,Autumn,64,1,0,2
4,Flavored Yogurt,Dairy,01-02-2019,80,99,1072,39,Sunny,85,3,1,2
5,Pomegranate,Fruits,25-01-2019,60,99,1065,37,Rainy,83,3,1,1
2,Butter Milk,Dairy,21-01-2019,70,99,1067,39,Rainy,61,3,1,1
2,Butter Milk,Dairy,09-01-2019,83,99,1072,50,Rainy,67,1,1,1
21,Cottage Cheese,Dairy,9-24-2022,82,109,1077,44,Autumn,78,1,1,2
21,Cottage Cheese,Dairy,9-15-2021,82,109,1077,38,Rainy,78,1,1,2
21,Cottage Cheese,Dairy,8-23-2020,90,116,1083,49,Autumn,87,1,1,1
21,Cottage Cheese,Dairy,7-16-2019,71,99,1068,48,Winter,68,3,1,2
21,Cottage Cheese,Dairy,6-23-2021,71,99,1068,37,Sunny,68,1,1,2
21,Cottage Cheese,Dairy,6-23-2021,71,99,1068,42,Autumn,70,3,1,1
21,Cottage Cheese,Dairy,6-22-2023,71,99,1068,36,Autumn,70,2,0,2
21,Cottage Cheese,Dairy,6-22-2023,71,109,1077,47,Winter,81,1,1,3
21,Cottage Cheese,Dairy,6-22-2020,71,99,1068,50,Sunny,68,1,0,1
21,Cottage Cheese,Dairy,6-18-2019,71,99,1068,35,Autumn,69,2,1,1
21,Cottage Cheese,Dairy,6-18-2019,71,109,1077,46,Autumn,78,2,0,3
21,Cottage Cheese,Dairy,6-17-2019,82,109,1077,36,Winter,79,2,0,1
21,Cottage Cheese,Dairy,5-31-2023,71,99,1068,41,Rainy,69,1,1,3
21,Cottage Cheese,Dairy,5-31-2023,71,109,1077,50,Winter,78,2,1,1
21,Cottage Cheese,Dairy,5-22-2019,71,99,1068,39,Winter,68,2,1,1
21,Cottage Cheese,Dairy,5-13-2020,12,40,1009,44,Rainy,10,3,1,1
21,Cottage Cheese,Dairy,5-13-2020,71,99,1068,38,Winter,69,3,1,1
21,Cottage Cheese,Dairy,5-13-2020,12,99,1068,32,Autumn,69,1,1,2
21,Cottage Cheese,Dairy,4-23-2021,82,109,1077,43,Winter,78,1,1,1
21,Cottage Cheese,Dairy,4-23-2021,82,99,1068,44,Sunny,68,3,1,1
21,Cottage Cheese,Dairy,4-16-2022,82,109,1077,43,Rainy,78,3,1,3
