Item_ID,Item_Name,Category,Date,Last_Month_Sales,Capacity,Last_Year_Sales,Weather,Predicted_Sales,City_Tier,Outlet,On_promotion
9,Cherry,Fruits,08-08-2023,313,561,3401,Snowy,380,3,2,0
5,Grapes,Fruits,15-05-2023,173,352,1546,Cloudy,179,1,2,0
15,Yogurt,Dairy,15-02-2024,309,446,1210,Cloudy,312,2,3,1
14,Water,Beverages,26-06-2023,196,789,3742,Snowy,190,1,1,1
18,Banana,Fruits,26-07-2023,338,599,1646,Rainy,361,3,1,0
2,Carrot,Vegetables,24-12-2023,237,957,3158,Sunny,253,1,1,0
10,Orange,Fruits,11-03-2024,384,606,2247,Windy,395,1,3,1
6,Milk,Dairy,23-08-2023,224,531,4182,Cloudy,246,2,1,1
7,Cucumber,Vegetables,28-09-2023,241,436,3082,Sunny,265,2,2,1
13,Soda,Beverages,25-01-2024,420,697,2599,Windy,373,1,1,0
6,Milk,Dairy,30-05-2023,134,323,2339,Rainy,127,2,2,1
20,Tomato,Vegetables,01-11-2023,117,969,3981,Rainy,103,3,2,1
1,Cream,Dairy,13-05-2023,278,424,3779,Sunny,299,3,3,0
11,Coffee,Beverages,19-09-2023,391,301,1474,Sunny,411,2,2,0
14,Water,Beverages,23-08-2023,121,921,4509,Windy,116,1,1,1
19,Butter,Dairy,03-03-2024,361,749,1611,Cloudy,373,2,3,0
11,Coffee,Beverages,07-08-2023,126,741,1657,Cloudy,138,2,1,0
16,Cheese,Dairy,19-11-2023,248,719,2112,Snowy,238,3,2,1
14,Water,Beverages,21-08-2023,169,357,3622,Rainy,196,1,2,0
16,Cheese,Dairy,05-04-2024,148,507,4797,Snowy,154,2,1,1
20,Tomato,Vegetables,04-11-2023,305,238,3790,Rainy,252,3,2,1
14,Water,Beverages,29-05-2023,103,288,3936,Sunny,91,3,1,1
8,Apple,Fruits,07-01-2024,454,902,3617,Snowy,557,1,1,0
14,Water,Beverages,20-01-2024,351,338,1398,Rainy,396,2,1,0
13,Soda,Beverages,14-08-2023,428,438,2951,Cloudy,454,2,3,1
11,Coffee,Beverages,19-11-2023,121,357,4072,Windy,125,2,3,0
10,Orange,Fruits,05-01-2024,248,457,4677,Cloudy,270,3,3,1
12,Pepper,Vegetables,27-01-2024,246,762,3214,Rainy,260,3,1,0
3,Beer,Beverages,22-04-2024,152,549,4521,Windy,132,2,3,0
9,Cherry,Fruits,06-10-2023,486,960,4993,Cloudy,436,2,2,0
20,Tomato,Vegetables,25-02-2024,489,497,4553,Windy,484,1,1,1
16,Cheese,Dairy,19-10-2023,498,902,4894,Sunny,492,2,2,1
10,Orange,Fruits,09-09-2023,121,914,1997,Sunny,123,1,2,0
17,Potato,Vegetables,10-02-2024,171,396,3568,Snowy,187,2,3,1
7,Cucumber,Vegetables,01-11-2023,474,524,2069,Windy,531,3,1,0
10,Orange,Fruits,23-04-2024,387,776,3625,Cloudy,354,1,2,0
6,Milk,Dairy,16-02-2024,468,792,1925,Cloudy,478,3,2,1
7,Cucumber,Vegetables,19-04-2024,477,496,2600,Windy,508,1,1,0
4,Juice,Beverages,18-01-2024,253,763,4033,Sunny,263,1,1,0
19,Butter,Dairy,26-01-2024,282,249,1247,Sunny,300,2,1,1
1,Cream,Dairy,29-07-2023,415,254,3583,Windy,379,1,3,0
3,Beer,Beverages,11-10-2023,177,832,1791,Sunny,179,3,3,0
12,Pepper,Vegetables,29-04-2024,416,775,3548,Sunny,432,3,3,1
8,Apple,Fruits,11-11-2023,237,491,3972,Cloudy,230,3,1,1
12,Pepper,Vegetables,04-06-2023,417,846,1416,Windy,509,2,2,1
15,Yogurt,Dairy,22-08-2023,196,293,2952,Sunny,203,2,1,1
10,Orange,Fruits,28-10-2023,173,222,3016,Rainy,176,3,1,1
19,Butter,Dairy,23-05-2023,249,682,2395,Snowy,263,2,1,0
1,Cream,Dairy,26-11-2023,449,963,1547,Sunny,492,2,2,0
7,Cucumber,Vegetables,29-11-2023,483,962,1643,Rainy,507,3,1,1
6,Milk,Dairy,21-09-2023,263,401,1434,Sunny,273,1,1,0
5,Grapes,Fruits,31-10-2023,176,823,3231,Sunny,181,3,3,1
13,Soda,Beverages,13-01-2024,447,229,3847,Rainy,442,1,1,1
3,Beer,Beverages,26-07-2023,132,943,4745,Cloudy,123,1,1,1
2,Carrot,Vegetables,19-05-2023,318,527,3546,Sunny,323,2,1,0
14,Water,Beverages,06-12-2023,194,715,3116,Snowy,217,2,2,0
12,Pepper,Vegetables,27-07-2023,378,701,4694,Windy,383,2,2,0
20,Tomato,Vegetables,13-05-2023,477,658,2541,Sunny,523,1,3,1
6,Milk,Dairy,08-10-2023,454,890,3017,Snowy,465,1,2,0
13,Soda,Beverages,24-06-2023,457,947,4339,Snowy,493,1,2,0
3,Beer,Beverages,26-09-2023,145,352,4749,Snowy,137,2,1,1
7,Cucumber,Vegetables,19-06-2023,324,358,1210,Snowy,322,1,3,0
8,Apple,Fruits,30-06-2023,286,533,1842,Cloudy,321,2,3,1
6,Milk,Dairy,22-09-2023,148,752,4613,Windy,155,3,2,0
3,Beer,Beverages,17-03-2024,468,915,3341,Rainy,535,1,1,0
2,Carrot,Vegetables,23-10-2023,361,365,1515,Sunny,379,3,2,1
19,Butter,Dairy,08-08-2023,443,765,1230,Windy,401,2,3,1
9,Cherry,Fruits,19-06-2023,431,242,2793,Rainy,369,1,1,0
14,Water,Beverages,23-08-2023,284,304,1863,Cloudy,311,2,3,0
10,Orange,Fruits,14-07-2023,478,357,2403,Windy,548,1,1,1
5,Grapes,Fruits,31-07-2023,345,337,1692,Rainy,362,3,1,0
7,Cucumber,Vegetables,13-06-2023,279,267,4764,Windy,271,2,3,0
6,Milk,Dairy,05-11-2023,159,301,4480,Sunny,156,3,2,1
2,Carrot,Vegetables,01-09-2023,485,423,1522,Windy,516,1,3,1
1,Cream,Dairy,08-07-2023,479,961,3689,Cloudy,548,3,3,0
17,Potato,Vegetables,11-11-2023,281,432,3641,Windy,292,1,2,0
5,Grapes,Fruits,01-05-2023,342,371,3941,Sunny,326,1,2,0
13,Soda,Beverages,17-09-2023,170,695,1823,Cloudy,190,1,1,1
11,Coffee,Beverages,06-04-2024,106,717,2562,Cloudy,100,2,2,0
5,Grapes,Fruits,08-07-2023,358,384,1867,Rainy,400,3,1,0
17,Potato,Vegetables,06-09-2023,483,372,2100,Cloudy,414,3,3,1
13,Soda,Beverages,28-08-2023,375,914,1220,Snowy,392,1,2,0
16,Cheese,Dairy,30-03-2024,142,514,1599,Rainy,129,3,1,0
18,Banana,Fruits,18-02-2024,296,768,3983,Windy,257,3,2,0
5,Grapes,Fruits,16-01-2024,127,468,1360,Cloudy,142,1,3,1
14,Water,Beverages,07-08-2023,393,945,1535,Rainy,400,1,2,0
19,Butter,Dairy,12-08-2023,285,508,2329,Sunny,261,3,1,0
15,Yogurt,Dairy,29-12-2023,144,370,3894,Snowy,144,3,2,0
12,Pepper,Vegetables,30-04-2023,366,995,1477,Rainy,394,1,2,0
17,Potato,Vegetables,14-03-2024,446,887,4101,Windy,465,2,3,1
15,Yogurt,Dairy,27-07-2023,133,251,3202,Sunny,142,2,2,1
8,Apple,Fruits,03-12-2023,496,852,1748,Sunny,466,2,1,0
13,Soda,Beverages,04-02-2024,453,780,1743,Sunny,501,2,2,1
16,Cheese,Dairy,29-04-2024,258,333,2729,Rainy,269,3,3,0
6,Milk,Dairy,21-04-2024,151,916,3336,Windy,140,3,2,0
12,Pepper,Vegetables,05-07-2023,257,935,1047,Windy,273,3,1,0
9,Cherry,Fruits,12-12-2023,401,406,2795,Cloudy,405,1,1,1
3,Beer,Beverages,28-04-2024,119,460,4506,Windy,129,2,3,0
4,Juice,Beverages,09-01-2024,404,394,3290,Rainy,414,2,3,1
3,Beer,Beverages,17-12-2023,424,411,2783,Sunny,470,1,1,1
18,Banana,Fruits,28-08-2023,346,441,3533,Snowy,326,1,3,1
5,Grapes,Fruits,01-12-2023,240,855,2500,Windy,247,3,1,1
4,Juice,Beverages,02-02-2024,326,688,3523,Rainy,361,1,2,0
8,Apple,Fruits,19-01-2024,429,300,4887,Sunny,477,1,1,0
4,Juice,Beverages,05-03-2024,433,830,4633,Rainy,391,2,2,1
10,Orange,Fruits,28-06-2023,327,941,4599,Sunny,334,1,3,1
3,Beer,Beverages,16-11-2023,466,813,2853,Cloudy,400,3,1,0
7,Cucumber,Vegetables,20-10-2023,465,689,4259,Rainy,481,2,2,1
14,Water,Beverages,13-07-2023,217,200,3049,Cloudy,171,3,2,1
1,Cream,Dairy,21-06-2023,382,313,1215,Sunny,304,2,1,1
1,Cream,Dairy,01-11-2023,475,306,3014,Snowy,553,1,2,1
4,Juice,Beverages,08-04-2024,455,313,4292,Rainy,475,1,2,1
16,Cheese,Dairy,14-11-2023,337,611,4924,Windy,364,1,3,0
7,Cucumber,Vegetables,20-02-2024,199,374,4677,Sunny,197,3,3,0
9,Cherry,Fruits,15-08-2023,108,689,4255,Snowy,124,3,2,0
2,Carrot,Vegetables,12-09-2023,329,434,4064,Cloudy,275,1,3,0
4,Juice,Beverages,27-08-2023,120,474,2917,Rainy,102,1,3,1
20,Tomato,Vegetables,18-01-2024,185,923,4346,Cloudy,188,3,3,0
11,Coffee,Beverages,26-01-2024,279,707,1749,Sunny,323,3,3,1
12,Pepper,Vegetables,23-09-2023,217,651,1880,Windy,196,1,2,1
2,Carrot,Vegetables,05-10-2023,386,518,3420,Sunny,358,1,1,0
15,Yogurt,Dairy,20-07-2023,163,838,1152,Rainy,152,2,1,1
7,Cucumber,Vegetables,24-12-2023,274,414,1533,Sunny,278,3,1,0
12,Pepper,Vegetables,07-08-2023,185,801,4717,Sunny,209,3,2,1
16,Cheese,Dairy,19-05-2023,326,695,3094,Sunny,346,1,2,0
12,Pepper,Vegetables,03-11-2023,333,589,1389,Cloudy,299,1,1,0
20,Tomato,Vegetables,18-05-2023,204,943,3237,Rainy,208,3,1,0
16,Cheese,Dairy,10-05-2023,296,517,3559,Sunny,307,1,2,1
8,Apple,Fruits,10-04-2024,137,347,4049,Windy,117,3,2,1
14,Water,Beverages,26-05-2023,354,928,4281,Sunny,407,2,1,1
15,Yogurt,Dairy,13-08-2023,195,828,3882,Rainy,179,1,1,0
8,Apple,Fruits,08-05-2023,103,804,3705,Cloudy,104,3,3,1
8,Apple,Fruits,24-08-2023,205,924,4173,Sunny,184,1,2,1
14,Water,Beverages,29-09-2023,144,731,1963,Rainy,167,1,2,1
18,Banana,Fruits,24-09-2023,357,729,1183,Windy,342,2,3,0
18,Banana,Fruits,10-02-2024,122,258,1237,Sunny,131,1,1,1
16,Cheese,Dairy,18-07-2023,125,813,3819,Snowy,140,2,2,0
10,Orange,Fruits,21-04-2024,406,430,2918,Rainy,388,3,3,1
19,Butter,Dairy,28-02-2024,196,716,3724,Cloudy,188,3,3,1
4,Juice,Beverages,20-12-2023,135,251,4071,Rainy,143,2,1,1
13,Soda,Beverages,14-03-2024,148,965,3892,Snowy,159,1,3,0
2,Carrot,Vegetables,29-08-2023,408,664,1800,Cloudy,406,1,2,1
4,Juice,Beverages,23-11-2023,446,383,2934,Windy,476,3,1,0
2,Carrot,Vegetables,26-06-2023,475,392,1054,Sunny,438,3,3,1
13,Soda,Beverages,06-06-2023,326,275,1219,Cloudy,281,2,2,0
20,Tomato,Vegetables,26-02-2024,345,396,1456,Windy,312,1,1,0
4,Juice,Beverages,22-10-2023,494,746,2954,Rainy,539,3,2,1
10,Orange,Fruits,22-03-2024,293,949,3440,Cloudy,264,3,2,1
6,Milk,Dairy,22-06-2023,260,299,2705,Windy,263,3,2,0
6,Milk,Dairy,25-08-2023,156,641,3096,Windy,143,2,1,0
15,Yogurt,Dairy,10-11-2023,327,567,3363,Snowy,289,3,3,0
3,Beer,Beverages,22-02-2024,118,359,4930,Windy,154,1,2,1
19,Butter,Dairy,07-09-2023,169,472,2792,Sunny,183,2,1,0
16,Cheese,Dairy,26-05-2023,439,753,1698,Sunny,417,3,3,0
19,Butter,Dairy,12-06-2023,201,525,1776,Cloudy,196,3,3,1
14,Water,Beverages,21-06-2023,310,985,1893,Snowy,305,2,1,1
12,Pepper,Vegetables,07-08-2023,179,756,4260,Windy,158,2,3,0
7,Cucumber,Vegetables,18-06-2023,473,519,3403,Snowy,501,1,2,1
19,Butter,Dairy,31-07-2023,132,409,2485,Windy,145,2,3,0
4,Juice,Beverages,12-09-2023,454,264,1283,Windy,453,1,3,0
6,Milk,Dairy,25-07-2023,118,540,2393,Rainy,131,1,1,0
8,Apple,Fruits,30-07-2023,261,398,2183,Sunny,250,1,1,0
3,Beer,Beverages,17-05-2023,348,293,4443,Cloudy,385,1,3,0
15,Yogurt,Dairy,15-11-2023,227,928,1657,Snowy,207,3,1,0
2,Carrot,Vegetables,14-07-2023,337,446,1658,Sunny,430,3,3,0
14,Water,Beverages,05-11-2023,452,214,2148,Snowy,470,1,2,0
2,Carrot,Vegetables,06-07-2023,417,313,1536,Rainy,462,3,2,0
11,Coffee,Beverages,29-10-2023,296,666,1809,Sunny,298,1,2,1
13,Soda,Beverages,17-07-2023,336,693,3522,Snowy,299,3,3,1
7,Cucumber,Vegetables,20-10-2023,101,887,4375,Rainy,95,2,3,1
6,Milk,Dairy,26-09-2023,115,683,1858,Sunny,116,3,1,1
13,Soda,Beverages,28-04-2024,481,690,4904,Windy,372,2,2,1
18,Banana,Fruits,15-06-2023,248,368,4744,Sunny,235,3,2,0
18,Banana,Fruits,06-02-2024,298,489,2510,Windy,276,2,1,0
7,Cucumber,Vegetables,08-02-2024,463,757,3114,Cloudy,462,1,3,0
12,Pepper,Vegetables,06-06-2023,246,906,4977,Snowy,290,2,2,0
5,Grapes,Fruits,04-01-2024,262,405,3085,Cloudy,269,1,2,1
9,Cherry,Fruits,26-07-2023,244,583,3892,Snowy,234,3,1,1
19,Butter,Dairy,22-05-2023,275,755,4118,Cloudy,227,2,3,1
10,Orange,Fruits,11-07-2023,344,745,2092,Cloudy,321,1,1,1
18,Banana,Fruits,14-02-2024,352,853,1377,Rainy,371,1,2,1
16,Cheese,Dairy,19-06-2023,437,665,3585,Rainy,426,3,2,1
3,Beer,Beverages,31-07-2023,278,244,1186,Windy,235,2,2,1
11,Coffee,Beverages,12-05-2023,192,839,2730,Cloudy,187,3,3,1
18,Banana,Fruits,25-02-2024,332,200,3721,Cloudy,321,1,2,0
8,Apple,Fruits,28-08-2023,212,533,3406,Snowy,217,3,1,1
3,Beer,Beverages,05-12-2023,437,393,3376,Rainy,458,3,2,0
15,Yogurt,Dairy,02-06-2023,480,443,2917,Cloudy,472,2,1,1
3,Beer,Beverages,01-01-2024,292,321,2952,Rainy,293,1,3,1
10,Orange,Fruits,28-05-2023,225,907,2563,Cloudy,219,2,1,0
12,Pepper,Vegetables,06-11-2023,381,810,2336,Sunny,454,1,2,0
20,Tomato,Vegetables,03-01-2024,373,232,2768,Rainy,351,3,3,1
16,Cheese,Dairy,14-12-2023,422,788,2489,Windy,480,1,1,1
15,Yogurt,Dairy,29-02-2024,258,237,2321,Snowy,329,2,2,0
20,Tomato,Vegetables,14-02-2024,315,817,1862,Snowy,351,2,3,1
11,Coffee,Beverages,21-01-2024,310,827,2176,Rainy,283,3,3,0
2,Carrot,Vegetables,28-06-2023,425,314,2395,Cloudy,414,2,1,1
14,Water,Beverages,05-12-2023,464,793,2571,Rainy,404,2,1,1
18,Banana,Fruits,09-04-2024,337,984,2387,Rainy,356,2,1,1
7,Cucumber,Vegetables,09-05-2023,211,694,4408,Sunny,245,1,3,0
17,Potato,Vegetables,03-12-2023,200,239,1979,Snowy,200,2,2,1
17,Potato,Vegetables,10-01-2024,497,275,2625,Rainy,421,3,1,0
14,Water,Beverages,12-10-2023,338,738,1207,Rainy,339,2,2,1
6,Milk,Dairy,18-03-2024,308,749,1757,Rainy,239,2,3,1
9,Cherry,Fruits,01-11-2023,106,906,4357,Sunny,110,1,3,0
2,Carrot,Vegetables,30-07-2023,437,949,1638,Sunny,475,1,1,1
18,Banana,Fruits,26-01-2024,240,369,2748,Rainy,221,1,2,1
17,Potato,Vegetables,01-03-2024,369,629,4945,Cloudy,415,2,2,1
6,Milk,Dairy,03-09-2023,135,424,1104,Rainy,144,2,3,1
1,Cream,Dairy,31-05-2023,353,730,1492,Rainy,298,2,1,1
1,Cream,Dairy,28-03-2024,275,886,4919,Cloudy,312,2,3,1
15,Yogurt,Dairy,18-03-2024,115,803,1093,Snowy,112,1,1,1
1,Cream,Dairy,13-02-2024,182,961,3269,Windy,177,1,3,0
7,Cucumber,Vegetables,06-04-2024,152,481,1692,Rainy,146,1,2,1
10,Orange,Fruits,15-12-2023,480,328,3938,Rainy,470,1,3,1
11,Coffee,Beverages,10-08-2023,112,391,3848,Cloudy,124,3,2,0
10,Orange,Fruits,10-03-2024,313,983,1630,Cloudy,284,2,3,0
16,Cheese,Dairy,05-03-2024,458,669,3479,Windy,435,3,3,1
18,Banana,Fruits,18-03-2024,176,472,3185,Cloudy,138,2,2,1
14,Water,Beverages,16-11-2023,470,916,4096,Rainy,524,3,2,1
14,Water,Beverages,11-04-2024,301,906,1491,Windy,293,1,3,0
15,Yogurt,Dairy,14-03-2024,489,857,1628,Cloudy,468,3,3,1
6,Milk,Dairy,20-10-2023,191,682,1929,Windy,205,3,2,0
4,Juice,Beverages,23-09-2023,118,276,1434,Rainy,105,2,1,0
6,Milk,Dairy,12-03-2024,388,481,2245,Windy,433,1,2,1
15,Yogurt,Dairy,29-06-2023,279,317,4299,Windy,264,3,2,0
11,Coffee,Beverages,13-02-2024,352,951,1175,Snowy,337,2,1,1
13,Soda,Beverages,05-02-2024,265,745,3973,Cloudy,276,3,1,0
15,Yogurt,Dairy,22-03-2024,231,415,3967,Snowy,208,3,3,1
2,Carrot,Vegetables,21-08-2023,196,530,1788,Sunny,183,1,2,1
11,Coffee,Beverages,06-04-2024,480,894,2704,Rainy,367,3,3,1
15,Yogurt,Dairy,05-09-2023,374,999,4020,Windy,385,2,3,0
9,Cherry,Fruits,09-03-2024,104,950,4094,Windy,89,2,3,1
11,Coffee,Beverages,30-12-2023,425,394,3290,Cloudy,456,2,3,0
11,Coffee,Beverages,18-02-2024,382,303,1262,Rainy,370,1,1,1
5,Grapes,Fruits,07-03-2024,314,276,3716,Snowy,259,1,2,0
16,Cheese,Dairy,11-10-2023,172,641,3534,Snowy,167,2,3,1
1,Cream,Dairy,30-08-2023,134,770,2767,Cloudy,123,1,1,0
12,Pepper,Vegetables,20-06-2023,296,339,1763,Cloudy,282,1,2,0
4,Juice,Beverages,18-06-2023,378,680,4197,Cloudy,412,1,1,1
18,Banana,Fruits,28-08-2023,414,770,4316,Windy,369,2,2,0
1,Cream,Dairy,17-05-2023,433,397,4054,Snowy,408,2,3,1
13,Soda,Beverages,01-02-2024,417,544,4245,Rainy,364,1,1,1
15,Yogurt,Dairy,25-11-2023,193,563,4273,Rainy,160,3,1,0
15,Yogurt,Dairy,10-11-2023,444,966,3524,Rainy,389,2,2,1
6,Milk,Dairy,22-12-2023,286,344,3080,Rainy,278,2,1,0
8,Apple,Fruits,21-12-2023,246,994,2380,Snowy,244,3,3,1
19,Butter,Dairy,13-03-2024,494,907,4083,Rainy,533,2,2,1
8,Apple,Fruits,24-10-2023,441,209,2674,Sunny,475,2,2,0
12,Pepper,Vegetables,28-11-2023,174,399,2742,Cloudy,148,1,3,1
17,Potato,Vegetables,02-12-2023,463,528,4507,Windy,496,3,3,1
5,Grapes,Fruits,17-05-2023,432,585,1649,Snowy,404,3,1,1
7,Cucumber,Vegetables,10-04-2024,304,477,2242,Windy,287,1,1,1
19,Butter,Dairy,14-08-2023,496,248,2965,Snowy,498,1,3,1
11,Coffee,Beverages,02-10-2023,212,566,3825,Windy,201,3,1,0
17,Potato,Vegetables,25-06-2023,117,924,1882,Rainy,115,3,2,1
5,Grapes,Fruits,10-03-2024,195,415,4797,Windy,212,3,2,0
14,Water,Beverages,25-03-2024,408,966,2364,Rainy,372,2,2,0
7,Cucumber,Vegetables,08-10-2023,265,924,3035,Snowy,288,2,2,1
3,Beer,Beverages,29-03-2024,244,709,3302,Windy,284,3,3,0
6,Milk,Dairy,07-07-2023,372,550,4004,Rainy,412,1,3,1
14,Water,Beverages,13-01-2024,270,770,2895,Windy,255,2,3,1
12,Pepper,Vegetables,11-02-2024,232,816,3850,Cloudy,233,1,2,1
13,Soda,Beverages,23-04-2024,399,831,1793,Cloudy,350,1,1,1
6,Milk,Dairy,01-05-2023,485,535,3711,Snowy,523,3,1,0
14,Water,Beverages,13-12-2023,443,689,1605,Sunny,410,1,2,0
6,Milk,Dairy,24-05-2023,359,771,4483,Windy,394,1,2,1
17,Potato,Vegetables,13-07-2023,304,485,3481,Snowy,271,3,1,1
18,Banana,Fruits,28-06-2023,257,610,4662,Sunny,241,2,3,1
13,Soda,Beverages,07-09-2023,396,543,1228,Rainy,366,1,3,0
17,Potato,Vegetables,18-04-2024,210,424,1726,Sunny,230,3,2,1
3,Beer,Beverages,20-09-2023,137,730,4419,Sunny,159,2,3,0
6,Milk,Dairy,30-08-2023,288,429,4521,Rainy,283,1,2,0
7,Cucumber,Vegetables,03-03-2024,250,744,4032,Rainy,287,1,1,1
11,Coffee,Beverages,03-09-2023,257,494,4454,Windy,274,1,3,1
5,Grapes,Fruits,29-05-2023,237,767,3650,Sunny,216,2,2,1
2,Carrot,Vegetables,23-08-2023,270,764,4030,Windy,275,2,2,1
2,Carrot,Vegetables,14-05-2023,314,790,2465,Sunny,319,1,3,0
7,Cucumber,Vegetables,07-04-2024,463,775,1449,Windy,462,3,2,1
17,Potato,Vegetables,21-09-2023,183,201,2078,Rainy,161,1,1,1
18,Banana,Fruits,18-08-2023,174,760,2986,Rainy,165,3,3,1
5,Grapes,Fruits,23-10-2023,397,918,2911,Windy,415,1,2,0
7,Cucumber,Vegetables,12-07-2023,449,576,3956,Rainy,526,2,3,0
10,Orange,Fruits,10-02-2024,223,685,2641,Snowy,240,2,3,1
19,Butter,Dairy,08-10-2023,359,204,2695,Sunny,328,2,1,1
5,Grapes,Fruits,15-12-2023,171,277,3554,Sunny,162,2,2,0
8,Apple,Fruits,24-01-2024,482,709,2090,Snowy,538,2,1,0
18,Banana,Fruits,16-04-2024,393,306,1817,Sunny,423,3,2,1
2,Carrot,Vegetables,01-02-2024,271,499,2700,Windy,329,2,2,1
10,Orange,Fruits,25-04-2024,380,205,2444,Windy,340,3,3,1
11,Coffee,Beverages,06-05-2023,109,640,4246,Cloudy,105,1,1,1
13,Soda,Beverages,19-07-2023,442,711,2030,Windy,470,2,3,0
7,Cucumber,Vegetables,04-09-2023,488,710,3036,Windy,568,2,1,0
6,Milk,Dairy,07-03-2024,290,492,1626,Sunny,251,3,3,0
16,Cheese,Dairy,05-09-2023,257,614,1207,Cloudy,288,1,3,1
10,Orange,Fruits,10-02-2024,284,853,2559,Sunny,287,1,2,0
11,Coffee,Beverages,24-01-2024,180,954,3047,Windy,218,3,1,1
8,Apple,Fruits,18-08-2023,139,400,1478,Rainy,131,1,1,0
9,Cherry,Fruits,24-08-2023,445,748,4139,Sunny,458,2,1,0
17,Potato,Vegetables,22-12-2023,241,744,2820,Rainy,265,2,2,0
12,Pepper,Vegetables,08-11-2023,293,551,4779,Sunny,256,3,3,0
6,Milk,Dairy,27-08-2023,476,878,4009,Windy,476,3,3,1
8,Apple,Fruits,31-03-2024,371,390,3475,Rainy,408,1,3,1
8,Apple,Fruits,07-11-2023,328,383,1170,Cloudy,308,1,3,1
20,Tomato,Vegetables,16-06-2023,204,206,1515,Rainy,215,3,1,1
17,Potato,Vegetables,12-05-2023,117,594,1657,Sunny,105,1,2,1
4,Juice,Beverages,27-07-2023,278,843,1941,Sunny,285,3,2,1
11,Coffee,Beverages,29-12-2023,206,850,3239,Cloudy,211,1,2,0
16,Cheese,Dairy,25-07-2023,327,936,2612,Cloudy,302,3,2,0
5,Grapes,Fruits,13-07-2023,198,369,1898,Sunny,161,2,1,0
5,Grapes,Fruits,22-08-2023,270,921,4002,Rainy,241,2,1,1
17,Potato,Vegetables,22-08-2023,296,206,4333,Rainy,277,2,1,0
20,Tomato,Vegetables,26-12-2023,208,909,1880,Windy,240,1,2,1
8,Apple,Fruits,10-04-2024,369,588,2878,Snowy,363,2,3,1
17,Potato,Vegetables,22-07-2023,419,656,4152,Cloudy,389,3,3,0
14,Water,Beverages,18-01-2024,457,882,2701,Rainy,419,3,3,1
1,Cream,Dairy,01-05-2023,196,367,2975,Sunny,167,3,2,0
12,Pepper,Vegetables,22-07-2023,149,874,2798,Cloudy,141,2,1,0
8,Apple,Fruits,11-02-2024,301,354,2432,Windy,322,2,1,0
2,Carrot,Vegetables,27-08-2023,201,753,3556,Windy,190,1,3,1
11,Coffee,Beverages,12-05-2023,376,568,3284,Sunny,382,1,3,0
13,Soda,Beverages,08-04-2024,384,287,3462,Cloudy,399,3,1,0
3,Beer,Beverages,26-11-2023,343,933,4459,Rainy,293,1,2,0
12,Pepper,Vegetables,21-07-2023,271,869,2532,Windy,244,3,2,1
16,Cheese,Dairy,21-08-2023,187,538,1000,Sunny,180,3,3,1
4,Juice,Beverages,19-06-2023,125,492,2747,Snowy,113,3,3,0
16,Cheese,Dairy,05-09-2023,224,351,3103,Rainy,196,1,2,0
10,Orange,Fruits,08-01-2024,211,729,2312,Sunny,192,1,1,1
14,Water,Beverages,22-11-2023,428,443,3049,Rainy,485,3,2,1
15,Yogurt,Dairy,15-06-2023,137,933,2116,Snowy,122,2,1,1
18,Banana,Fruits,23-09-2023,198,839,1523,Windy,186,3,1,0
9,Cherry,Fruits,24-12-2023,182,854,2315,Windy,187,3,3,0
11,Coffee,Beverages,11-05-2023,357,283,1067,Windy,397,3,1,0
4,Juice,Beverages,08-06-2023,189,217,1723,Windy,198,2,1,0
3,Beer,Beverages,21-12-2023,490,387,1787,Snowy,468,1,1,1
15,Yogurt,Dairy,22-12-2023,231,563,1238,Cloudy,237,2,3,0
7,Cucumber,Vegetables,04-12-2023,427,704,4545,Sunny,470,1,2,0
6,Milk,Dairy,08-03-2024,408,622,1053,Rainy,412,3,2,1
19,Butter,Dairy,03-05-2023,200,454,2616,Sunny,220,1,3,1
5,Grapes,Fruits,16-10-2023,313,868,1144,Windy,313,3,2,1
13,Soda,Beverages,02-04-2024,105,254,4982,Sunny,125,3,1,0
11,Coffee,Beverages,06-04-2024,370,749,4629,Snowy,346,2,3,0
8,Apple,Fruits,20-12-2023,404,478,2325,Cloudy,322,1,1,1
20,Tomato,Vegetables,09-07-2023,390,619,1381,Snowy,434,3,3,1
13,Soda,Beverages,14-11-2023,462,919,2946,Snowy,435,2,1,0
20,Tomato,Vegetables,30-08-2023,226,360,4479,Snowy,237,2,2,0
12,Pepper,Vegetables,03-07-2023,109,958,2914,Rainy,112,2,3,1
20,Tomato,Vegetables,29-11-2023,208,232,1609,Rainy,217,3,2,1
6,Milk,Dairy,31-10-2023,318,647,2458,Snowy,305,1,1,1
12,Pepper,Vegetables,19-12-2023,488,624,2081,Cloudy,477,2,3,1
2,Carrot,Vegetables,23-08-2023,300,829,3924,Sunny,327,1,1,0
7,Cucumber,Vegetables,08-08-2023,477,717,4082,Sunny,498,1,3,1
9,Cherry,Fruits,14-04-2024,416,700,3339,Rainy,373,2,3,1
10,Orange,Fruits,22-04-2024,367,649,1763,Cloudy,353,3,1,0
12,Pepper,Vegetables,12-08-2023,464,475,4928,Snowy,525,2,2,1
10,Orange,Fruits,18-01-2024,268,601,4222,Snowy,241,2,3,0
19,Butter,Dairy,01-12-2023,439,917,1257,Snowy,390,1,1,0
14,Water,Beverages,13-04-2024,245,391,4209,Snowy,247,1,1,1
12,Pepper,Vegetables,26-11-2023,340,725,3370,Windy,304,2,2,0
